Stars,Review Text,Review Date,Review Helpful,Random,Sentiment Lael,Sentiment Score
5.0 out of 5 stars,"I have nothing but great things to say. Nice and bright, rechargeable so there’s no batteries to keep replacing, mounting and dismounting is quick and easy.","Reviewed in the United States on February 13, 2021",No Data,1,POSITIVE,0.9927787184715271
5.0 out of 5 stars,Super bright lite. Good construction. Nice options for steady or flashing. And did I say bright? Love it.,"Reviewed in the United States on October 9, 2019",No Data,1,POSITIVE,0.9912209510803223
1.0 out of 5 stars,"This product is bright and easy to install and also remove for charging. Unfortunately, the front light will only work for one or two short rides and needs to be recharged. Makes it really inconvenient. I have had no problem with the back light","Reviewed in the United States on September 9, 2020",One person found this helpful,1,POSITIVE,0.9901151657104492
5.0 out of 5 stars,I have used it only a couple of times but good bright light and all modes available that need to be yhere,"Reviewed in the United States on February 19, 2021",No Data,1,POSITIVE,0.9917690753936768
5.0 out of 5 stars,"Great light throwing capabilities of the front headlight combined with the bright rear light, excellent battery life, easy installation, and low price makes this a must buy","Reviewed in the United States on September 25, 2021",No Data,1,POSITIVE,0.992365300655365
5.0 out of 5 stars,"Very bright lights!!! Came charged out of the box. Went on a 35 mile bike ride with the original charge. Lights never dwindled or ran out of a charge. Cannot beat this product, especially for the price.","Reviewed in the United States on February 5, 2021",No Data,1,POSITIVE,0.9927962422370911
2.0 out of 5 stars,Only the front works the back doesn’t recharge waste d 17 dollarsWas going to go on my wheelchair disappointed,"Reviewed in the United States on November 16, 2020",No Data,1,POSITIVE,0.9869648218154907
3.0 out of 5 stars,Good quality light however the mounting system doesn't keep light in place.  Good on smooth roads not so much on bumby surfaces at high speed.,"Reviewed in the United States on February 3, 2021",No Data,1,POSITIVE,0.9924945831298828
5.0 out of 5 stars,"I’m only leaving this review because the lights were actually that good. I’d rebuy and recommend these to everyone, you won’t be disappointed!","Reviewed in the United States on March 31, 2021",No Data,1,POSITIVE,0.9913603663444519
5.0 out of 5 stars,"I’ve been through a lot of bike lights, and I love that these 1) have buttons that click easily and 2) they turn off by cycling through the rotation rather than having to hold down the button for several seconds. They mount easily and are rechargeable.","Reviewed in the United States on November 27, 2021",No Data,1,POSITIVE,0.9907733201980591
5.0 out of 5 stars,Well there is not much to this. It works exactly as described. Out of the box it was charged and ready to go. Went for a 3 hour ride at night no problem. The light is bright and the bike hook is easy to adjust and move without the need of tools. Very sturdy even when I’m going over very rough trails.,"Reviewed in the United States on January 30, 2020",No Data,1,POSITIVE,0.9806617498397827
5.0 out of 5 stars,Best bike light we have ever used. Extremely bright. My husband has always been leary of night riding but now feels very safe.,"Reviewed in the United States on September 27, 2020",No Data,1,POSITIVE,0.9875825047492981
5.0 out of 5 stars,Nice lights for the price.  Only minor complaint is the head light lasts only 3-4 hours you need to recharge pretty often.,"Reviewed in the United States on May 29, 2020",No Data,1,POSITIVE,0.9860737323760986
5.0 out of 5 stars,These lights are extremely bright and easy to use.  Rechargability of the unit makes it simple to maintain and operate without the need to replace batteries.,"Reviewed in the United States on April 18, 2020",No Data,1,POSITIVE,0.9878700375556946
5.0 out of 5 stars,"Purchased this for my son, who rides his bike to work. He really loves it. Front lamp is very bright.","Reviewed in the United States on October 15, 2021",No Data,1,POSITIVE,0.9911734461784363
2.0 out of 5 stars,"At least the light can take a hit, because the mount can't hold well at all. All flexible plastics don't need much more than the jitter of unevenness between concrete slabs to shake loose.Just look at the gap between the hooks that are supposed to hold this in place and the product itself, AND I'VE ONLY HAD IT A WEEK.2-star product at best, would not recommend.","Reviewed in the United States on April 5, 2021",No Data,1,POSITIVE,0.9926984906196594
5.0 out of 5 stars,"Both lights are VERY bright! Unsure of battery life, but they are very easy to take off the bike and charge!","Reviewed in the United States on August 11, 2020",No Data,1,POSITIVE,0.9901808500289917
5.0 out of 5 stars,Arrived fastNice lightNot TOO  bright as one buyer wrote.Adequate lighting for me.,"Reviewed in the United States on March 3, 2021",No Data,1,POSITIVE,0.9923008680343628
5.0 out of 5 stars,Seems durable.  I use the dimmer setting because i thinkbit is too bright for oncoming cars on high.,"Reviewed in the United States on April 21, 2021",No Data,1,POSITIVE,0.991696834564209
5.0 out of 5 stars,"Purchased item for family member for XMAS! No complaints to report, has been pleased with the item.","Reviewed in the United States on July 19, 2021",No Data,1,POSITIVE,0.9916952252388
2.0 out of 5 stars,"Light would turn off after hitting a bump.Light is not strong enough for night street conditions, especially if doing 15mph+","Reviewed in the United States on November 27, 2020",No Data,1,POSITIVE,0.9860931634902954
5.0 out of 5 stars,Fantastic bike light! I love that's it's rechargeable! I used it the other night and it worked great! It lite up the path perfectly and I felt safe and confident.,"Reviewed in the United States on June 30, 2020",No Data,1,POSITIVE,0.9877836108207703
4.0 out of 5 stars,Front light pretty bright and appears of good qualityBack light has the typical cycles - looks goodBoth lights easy to attachHappy with purchase,"Reviewed in the United States on December 3, 2020",No Data,1,POSITIVE,0.986995279788971
5.0 out of 5 stars,"This light is very impressive.  My previous light was from Walmart and was more expensive than this one, much bulkier too.  This light is small and super bright.It does seem to get a little warmer than I expected.","Reviewed in the United States on April 30, 2021",No Data,1,POSITIVE,0.9907674193382263
5.0 out of 5 stars,"Pense que no iba alumbrar mucho pero tiene muy buen alcance, es de utilidad... la duraccion de a bateria es razonable como para dar una paseo largo por la noche.","Reviewed in the United States on December 30, 2020",No Data,1,POSITIVE,0.9860013723373413
5.0 out of 5 stars,"Bright, easy to mount, and easy to use. No complaints here. Haven't even had to charge it after 3 weeks of use.","Reviewed in the United States on April 9, 2021",No Data,1,POSITIVE,0.9927687644958496
5.0 out of 5 stars,This is a good light. Nice & bright. We ride bikes in the evening and when it gets dark outside this light will light up the road. Highly recommend it.,"Reviewed in the United States on July 6, 2021",No Data,1,POSITIVE,0.9921863079071045
1.0 out of 5 stars,It only worked for a weekPlease do not waste your money. Do not buy this,"Reviewed in the United States on October 7, 2020",One person found this helpful,1,POSITIVE,0.9872244596481323
4.0 out of 5 stars,It is great for the money. They are great for being seen on flashing mode. They are ok on bright steady mode for illumination. I can commute everyday for about 2 hours each day on twice a week charge. Awesome for the money.,"Reviewed in the United States on December 30, 2019",No Data,1,POSITIVE,0.9909635782241821
5.0 out of 5 stars,I was looking for a light for my Mt. Bike and I gotta say it's super bright and the battery has lasted over two weeks with using 4-5 hours every week. Good quality and highly recommend for any bike rider. Just make sure you secure the straps tight so when you hit bumps it won't move.,"Reviewed in the United States on November 9, 2020",No Data,1,POSITIVE,0.9883344173431396
5.0 out of 5 stars,"Installed this on my son's bike for when he rides in the dark, provides plenty of light. Strap holds it securely and recharging is easy.","Reviewed in the United States on February 5, 2021",No Data,1,POSITIVE,0.9927962422370911
5.0 out of 5 stars,"let’s get to it . The flashlight is really bright and constructed remarkably tough and the rear red lights are highly visible and easily adjustable anywhere . You save a lot of money as well because you don’t have to keep buying pesky batteries , just connect to any usb charger (comes with a cable ). Both products aren’t bulky so if you keep your bike out you can just grab em and store them easily","Reviewed in the United States on October 20, 2019",No Data,1,POSITIVE,0.990679919719696
5.0 out of 5 stars,Awesome light set for the price. Much brighter than my Bontrager set for a fraction of the cost.,"Reviewed in the United States on April 1, 2021",No Data,1,POSITIVE,0.9930372834205627
5.0 out of 5 stars,Works great good battery time! Just bought my girl same model i like it so much.  Both work great!!,"Reviewed in the United States on May 12, 2020",No Data,1,POSITIVE,0.9879751801490784
5.0 out of 5 stars,Great lights. Very bright and has alternate flash settings. Mounting was easy. Works great for me.,"Reviewed in the United States on July 19, 2021",No Data,1,POSITIVE,0.9916952252388
5.0 out of 5 stars,Just a super solid light.  It works... cuz its a light and it lights.  :)  Bright enough for cruising gravel.,"Reviewed in the United States on May 18, 2021",No Data,1,POSITIVE,0.9926642179489136
5.0 out of 5 stars,"Your browser does not support HTML5 video.
        


   surprised with a good packaging, and a great quality product at a good price, also the les system  are  incredible and enough light","Reviewed in the United States on April 19, 2021",No Data,1,POSITIVE,0.9914011359214783
1.0 out of 5 stars,"I bought this to go on night time rides with my husband and upon using it the first time the front light stopped working, I've tried charging it but it will not power back on. When it was working the light was bright and sufficient.","Reviewed in the United States on July 31, 2021",No Data,1,POSITIVE,0.991891622543335
5.0 out of 5 stars,"The bike light is not as bright as others for fast night riding (which one probably shouldn't do anyway).  I purchased this light for the daytime flash function to alert oncoming traffic of my presence.  For this function this light works very well.  I have NOT owned this light for very long, so I can't comment on battery light or durability.","Reviewed in the United States on October 25, 2020",No Data,1,POSITIVE,0.9868597388267517
5.0 out of 5 stars,"The light works great with various modes of brightness/strobe, but the true selling feature about this light is the customer service from the seller! I've bought this light for myself, friends, and referred others and the seller has stood behind their product each time without hesitation - there to answer questions or resolve any minor issue immediately. 10/10 would recommend.","Reviewed in the United States on July 16, 2021",No Data,1,POSITIVE,0.9909818768501282
5.0 out of 5 stars,Very bright easy to install and easy to use. Easy to charge. Did I mention it’s a great price?,"Reviewed in the United States on November 29, 2020",No Data,1,POSITIVE,0.9869303703308105
5.0 out of 5 stars,"This is a really good bike light, especially for the price. It's bright and is easy to install. I use it for about six hours a week, and find that I need to charge it once a week. The headlight seems to take longer to charge, but the tail light charges relatively quickly. There is a light that turns from red to green when it's fully charged. I'm happy with this purchase.","Reviewed in the United States on July 26, 2020",No Data,1,POSITIVE,0.9870362877845764
2.0 out of 5 stars,"Although I found this product initially adequate, I rate it a 2 out of 5 stars.The headlight is okay, but it is a narrow beam of light and I wish I would have selected something with more lumens.  The headlight on this unit has 400 lumens and is adequate if there is secondary light around (e.g. street lights, stores, etc.).  Where I ride is VERY dark.  Hence, I believe after having used this headlight, I need at least double or triple the lumens (maybe 800-1,200).  Buyer beware on claimed lumenocity though.  Some good 400 lumen units are as bright (or brighter) than some claiming 800, 1,200, 2,500, plus.As for the taillight, it stopped taking a charge after 2.5 months.  I plugged it in after nearly every ride, and very recently it just didn't charge anymore.  For only $14 (what I paid in late 2020), this set gets a mere ""meh"" from me.I will be replacing this set with something brighter and that has better charging durability.  Would be nice if the company/manufacturer of this set were to reach out to me and offer a replacement.  Better yet, make the batteries removable so that when the cheap, Chinese batteries fail, we can put our own rechargeable batteries in this instead of throwing it away.","Reviewed in the United States on February 4, 2021",No Data,1,POSITIVE,0.9925625920295715
2.0 out of 5 stars,"Mounted this on my road bike for my first ride and the headlight fell off. I didn't realize it had fallen off, so I wasn't sure where to go back and look when I finally noticed it was gone. Never found it. I got it for those early morning rides, but this time it was bright enough outside I didn't even end up using it. Seemed like it had solid brightness, but the mount is just too weak (a very simple plastic clip). I actually liked how easy it was to install/remove the mount from the handlebars, thinking I could use this for early morning mountain bike rides as well, but there's no way it would have survived the bumpiness of a mountain trail because the clip isn't solid enough to hold it in place. The rear one works well, so there's that.","Reviewed in the United States on May 4, 2020",One person found this helpful,1,POSITIVE,0.9877365827560425
4.0 out of 5 stars,"I bought this for my daughter since biking to school in winter has been very dark and scary in the mornings.We live in an area with no paved sidewalks and fairly rural feel so many bumps, branches, etc.  Anytime the bike jostles too hard, the front headlight slides out of its base.  It frustrates her to the point where she'd rather throw it in her backpack rather than reattach it back. Which means she's biking in the dark dangerously.  I may need to try to maybe superglue it on.Other than that, the lights are great, love the options they give for brightness and blinking.  Chargelife is long too.","Reviewed in the United States on October 29, 2019",One person found this helpful,1,POSITIVE,0.9908180236816406
2.0 out of 5 stars,"I really liked this light, good brightness, easy to attach, multiple settings. I had it for less than two weeks and I was riding home from work and the front light popped off the holder and shattered; leaving me to ride the rest of the way in the dark. My assumption is that the vibrations from riding loosened it... not even two weeks and I have to find a new light.","Reviewed in the United States on August 25, 2020",2 people found this helpful,1,POSITIVE,0.9892674088478088
1.0 out of 5 stars,"Loved this light...for two days. Worked fine. Bright. Thought it would be just what I needed. Unfortunately, went to my bike today and tried to turn the light on. NOTHING. Thought it might be uncharged (although only used it for an hour or so). Took charge fine, but NOTHING. Went to Amazon to return and ended up with a rep who tried to diagnose/fix it. Was told to hold ON button for a few seconds while charging, and presto! The light came on. Guess what? The danged light then would not cut off. No mode changes. Nothing. Just a bright light that would not turn off. Finally, the rep decided to have me return it for an exchange. I hope the new one is better, but I have my doubts.","Reviewed in the United States on July 5, 2021",No Data,1,POSITIVE,0.9926366806030273
2.0 out of 5 stars,"The good: The lights are fine. Not quite as bright as I was hoping for, but adequate. Battery life was also great. Never ran out during a ride unless I didn't charge it beforehand. Also used in rain and had no issues.The bad: The headlight actually slips downward when going over rough surfaces, which leads to having to constantly adjust it. Pretty frustrating to have to deal with, but solved by putting a little bit of grip tape on my handlebar where I mount it at. The worst part though is all it took was the bike tipping over once for the rubber to break on the headlight. I didn't wreck. The bike was propped up and my kid accidentally knocked it over.I came here in hopes of buying a replacement part for it since it comes in 2 parts and the light itself is fine. I was prepared to give this 4 stars and pay for a replacement band. It gets a 2 because it's fragile and doesn't offer replacement parts.","Reviewed in the United States on January 12, 2020",2 people found this helpful,1,POSITIVE,0.9844916462898254
2.0 out of 5 stars,"I got this bike light for daily commutes, and use it at most 30 minutes a day. It was bright enough to help me see the road at night, and held a charge for about a month of daily use. However, once I recharged it, it now runs out of battery within 5 minutes on the road, even after charging it overnight. It seems to work ok when I test it out inside, so maybe the battery is now sensitive to colder weather (50 F or below). The rear light works great, but I'd recommend skipping this and looking for a light with better longevity.","Reviewed in the United States on April 9, 2020",2 people found this helpful,1,POSITIVE,0.989116370677948
5.0 out of 5 stars,"I remember when lights twice and big and heavy put out less light and consumed tons of batteries.  I can't believe the performance of such a small and lightweight set.  Easy to install (although I am not sure how the ""rubber band"" style mounts will hold up) and looks like it won't mar the finish on my new road bike.  If you want to be seen this is the light set for you.  It will produce enough light for commuting and with the rechargeable batteries will provide and additional value over time.  Not really enough light for serious off road night riding but at the cost of the set you could add a few more or spend way more money on a high output light.","Reviewed in the United States on May 26, 2021",No Data,1,POSITIVE,0.9915404915809631
5.0 out of 5 stars,"***Summary***This is a good light for the price. Mounts easily, charges fast and easily via USB, is very bright, don't need anything more. You can find brighter ones but they're significantly more expensive.**********************Details*****Was caught unawares when riding the other day and the darkness set in real fast on this trail I was on. I had no light and was barely able to see. I was just dinging my bell in the hopes that people could hear it and I would be fine. Decided to prioritize getting the lights as soon as I got home, and they were delivered the next morning at 7 am, fast!Installation was super easy, you just loop the strap around your handlebar like you're putting on a watch or a belt, and then hook it into the hook. It stays secure even on the bumps. Same for the rear light. I mounted my power bank onto my handlebar using velcro tape and used that to recharge my light (and phone) while biking in daytime. It arrived with decent charge and didn't need that much extra charging, but I was just trying to be careful.The light has 2 brightness settings: full brightness (300 lumens), and half brightness (150 lumens). It also includes two strobe settings: slow and fast. The half brightness was good for when it was just early darkness, just prior dusk, and then full brightness was needed after dusk in the wooded unlit areas.I posted a picture of the light at full brightness, half brightness, and off. I used my Sony a7III that I carried with me for photography and took all photos at the same settings, so there's no cheating the exposures. What you see in that photo is the actual difference between the brightness levels (and off). It's decently bright. I could see the reflectors on the unlit biker coming the other direction in pitch darkness. The light doesn't carry too far though, so it's more for immediate vicinity and for other people toWorth it for the price, and would definitely recommend. Will edit this post after I've had more time with the light if there are any issues that come up.","Reviewed in the United States on September 11, 2021",No Data,1,POSITIVE,0.9932644367218018
1.0 out of 5 stars,"*Updated after 7 months of use:  The headlight cuts out after 45 minutes-hour of use.  I've had this happening over the last month where I've been on a road ride with it on steady flashing and it will just shut off.  When I notice that it's off and try to turn it back on, it flashes once and then remains off.  I keep it charged weekly, after 5-6 hours of use, but it seems to only work as it did when it was new on the first ride after a charge.  No issues on the rear strobe, just the front.Got these for my road bike to replace some old battery operated lights.  These are bright, have 2 flashing modes each to catch drivers eyes, and the headlamp will also strap to my helmet for night rides in the woods for a spotlight.  Charges quickly and get multiple rides a week per charge.  Well worth the price.","Reviewed in the United States on April 21, 2021",No Data,1,POSITIVE,0.991696834564209
5.0 out of 5 stars,Headlight is bright and directional. Mounting is super easy. What easily by this again any day,"Reviewed in the United States on September 1, 2020",No Data,1,POSITIVE,0.9903823733329773
1.0 out of 5 stars,Less than a year a year old as end it goes dead after a week,"Reviewed in the United States on August 25, 2020",2 people found this helpful,1,POSITIVE,0.9892674088478088
4.0 out of 5 stars,Just got my light but I’m a bit worried about the longevity of the strap to hold the light in place. After using for a while I would update my review,"Reviewed in the United States on February 22, 2019",No Data,1,POSITIVE,0.990806519985199
1.0 out of 5 stars,"At the same price point as much higher quality models, I have to say this is a BAD purchase. Cheap plastic quality and seals, ugly low quality molding. The whole thing feels and looks cheap. Do not buy. At this price there’s much better options. I am DEF not a bot, unlike most of these reviews.","Reviewed in the United States on February 21, 2021",No Data,1,POSITIVE,0.9919445514678955
5.0 out of 5 stars,I LOVE this headlight; it’s bright and lasts a long time. I road bike in Dallas and need to be seen as a vehicle; this is bright and strong enough and I feel safer with it. I ride nights 2-4 times a week and it easily lasts 2 trips 2-3 hours each. HIGHLY recommend!,"Reviewed in the United States on November 11, 2019",No Data,1,POSITIVE,0.9912846088409424
1.0 out of 5 stars,Tail light worked fine and seemed like a good product but headlight did not work after charging.,"Reviewed in the United States on September 4, 2020",2 people found this helpful,1,POSITIVE,0.9894825220108032
4.0 out of 5 stars,Super bright for night ridingthe mounting bracket isn't balanced and doesn't tighten all the way.  It slips and changes angle even when tightened all the way.  Can be fixed with tape or zip ties,"Reviewed in the United States on December 5, 2019",No Data,1,POSITIVE,0.9917369484901428
1.0 out of 5 stars,Only 300 lumens. Very weak lightThe plug broke instantly in the back.So disappointing.,"Reviewed in the United States on July 6, 2021",No Data,1,POSITIVE,0.9921863079071045
5.0 out of 5 stars,"Super bright light, easy to attach to my bike. Haven’t had a chance to use it much but so far I’m very happy with it!","Reviewed in the United States on October 30, 2020",No Data,1,POSITIVE,0.9853796362876892
5.0 out of 5 stars,These lights are easy to install and are bright. I ride mostly in daylight and use the flashing mode most often to highlight myself.,"Reviewed in the United States on May 19, 2021",No Data,1,POSITIVE,0.9920486807823181
1.0 out of 5 stars,"The lights were great until the plug got bent only about a month in. No idea how this happened, didn't crash my bike or anything. Bad manufacturing.","Reviewed in the United States on August 4, 2021",One person found this helpful,1,POSITIVE,0.9933700561523438
5.0 out of 5 stars,"Have a few of these lights, very bright. This time we got a dude, it did not charge, sent back","Reviewed in the United States on March 22, 2021",No Data,1,POSITIVE,0.9914690256118774
5.0 out of 5 stars,for the price it is a very good value!,"Reviewed in the United States on December 27, 2018",One person found this helpful,1,POSITIVE,0.989255428314209
5.0 out of 5 stars,I use a special hybrid bike/wheelchair rig called the Freedom Chair. I am sitting a bit low and was concerned about visibility. I usually ride against traffic and the front strobe light does the trick. I also rigged up the rear red light. Very easy to install and recharge. An excellent value!,"Reviewed in the United States on May 2, 2020",No Data,1,POSITIVE,0.9874876737594604
1.0 out of 5 stars,The light lasts barely one day.  I only ride nights on average one night a week and the headlight is junk. The taillight is fine. They just messed up with the headlight.  Don’t waste your money.,"Reviewed in the United States on August 18, 2020",No Data,1,POSITIVE,0.9896044731140137
5.0 out of 5 stars,Good quality light for the price.  The headlight is versatile and bright as well as the tail light.  Easy to install with good battery life.,"Reviewed in the United States on August 5, 2020",No Data,1,POSITIVE,0.9899706244468689
1.0 out of 5 stars,"Tail light stopped working after only 2 uses. Will take a charge, but won't turn on.","Reviewed in the United States on January 5, 2021",2 people found this helpful,1,POSITIVE,0.9900805354118347
5.0 out of 5 stars,Haven't had it long enough to address battery life but not intended for long ride use so I don't anticipate issues.,"Reviewed in the United States on November 7, 2020",No Data,1,POSITIVE,0.9872592091560364
5.0 out of 5 stars,"I found the waterproof and USB charging system really useful, i really recommend this product.","Reviewed in the United States on July 21, 2021",No Data,1,POSITIVE,0.9915339350700378
2.0 out of 5 stars,I've purchased two of these front/back sets.  Both front lights have now stopped charging.  The rear lights have had no issues.  Both front lights are now worthless.,"Reviewed in the United States on November 23, 2021",One person found this helpful,1,POSITIVE,0.9919673800468445
5.0 out of 5 stars,Both of my kids have these. I wish they didn't need charged so often but they work very well for what my kids need them for.,"Reviewed in the United States on February 13, 2021",No Data,1,POSITIVE,0.9927787184715271
1.0 out of 5 stars,"I don't know why, but the mount for this light is crooked on the bracket, which causes my light to shine to the left no matter where on my handle bars I put it. It shines so far left that it does not shine in front of me , but rather in the eyes of oncoming traffic.","Reviewed in the United States on February 28, 2020",One person found this helpful,1,POSITIVE,0.9859742522239685
5.0 out of 5 stars,Everything works as advertised.  So bright I have to point it down so it doesn't blind pedestrians,"Reviewed in the United States on November 26, 2021",No Data,1,POSITIVE,0.991129994392395
5.0 out of 5 stars,"I bought this for my wife because the other light she had was not very bright.  No concerns about that on this light.  Plus, the battery life seems real good.","Reviewed in the United States on November 24, 2020",No Data,1,POSITIVE,0.9871810078620911
5.0 out of 5 stars,Came on time in nice box and good instructions ending up ordering a second to replace lights on my bike first was for wife's bike. Good price to quality,"Reviewed in the United States on May 24, 2021",No Data,1,POSITIVE,0.9919409155845642
2.0 out of 5 stars,Both lights won't hold a charge 18 months after purchase.  Don't know how to contact Ascher even though they write in their product description to contact them for any reason and they will sort things out.,"Reviewed in the United States on September 26, 2021",No Data,1,POSITIVE,0.9916188716888428
1.0 out of 5 stars,"The light itself, worked fine. No issues with that. What happened to me is that i rode over a manhole cover and just that jostling popped it loose from its mount and it went to the pavement. And yes, it was snapped into place. I stopped and put it back on the bike but the light had broken internally. I'm now doing research to find a more durable light.","Reviewed in the United States on May 16, 2021",No Data,1,POSITIVE,0.9916251301765442
5.0 out of 5 stars,"Perfect for my daughters bike, I feel safer now knowing that she can see and be seen while riding after dark.","Reviewed in the United States on February 28, 2021",No Data,1,POSITIVE,0.9910539984703064
5.0 out of 5 stars,Other than most likely being new old stock due to older style charge port the system is very functional and good quality,"Reviewed in the United States on September 23, 2021",No Data,1,POSITIVE,0.9923749566078186
5.0 out of 5 stars,"Bought it for myself but my boyfriend ended up taking it for his bike. He likes it a lot, does well for evening rides.","Reviewed in the United States on September 26, 2020",No Data,1,POSITIVE,0.9883566498756409
3.0 out of 5 stars,"The light is very bright. The only problem is that it doesn't hold in place if there are any bumps. I lost the light on the 2nd use due to this. If you are not riding on a super smooth surface, you will likely lose it.","Reviewed in the United States on September 29, 2020",No Data,1,POSITIVE,0.9884693026542664
5.0 out of 5 stars,"Bright, good battery life, simple to recharge, sturdy. Great value for this price range.","Reviewed in the United States on December 11, 2020",No Data,1,POSITIVE,0.9881816506385803
5.0 out of 5 stars,I love how it's rechargeable and it is very bright and can be mounted extremely quickly.,"Reviewed in the United States on April 8, 2021",No Data,1,POSITIVE,0.992909848690033
5.0 out of 5 stars,"Very bright on the brightest setting! I use it coming home from work mostly, so I haven’t had to use it much, but out of the box for me it had plenty of battery. Mounted well on my bike. I have only one “complaint” and it was probably my fault. It’s kind of difficult to put the front light back on properly, so you really have to make sure it’s properly connected before you start biking.","Reviewed in the United States on February 27, 2021",No Data,1,POSITIVE,0.9912653565406799
5.0 out of 5 stars,Great great product! Easy to charge and put on your bike - bright lights with options. GREAT value!,"Reviewed in the United States on January 4, 2021",No Data,1,POSITIVE,0.9896089434623718
2.0 out of 5 stars,"When the light worked, it worked well. I've had this light for 1 year, and it just stopped holding a charge.","Reviewed in the United States on August 25, 2021",No Data,1,POSITIVE,0.9930406808853149
5.0 out of 5 stars,"I like the easy installation, putting the holder first before sliding the light, read about the battery timelines for each type of use, and timely recharging. I had to be careful tightening up the rubber holder belt, it seems fragile when stretching it.Overall it was the product with the best features and price!","Reviewed in the United States on November 24, 2020",No Data,1,POSITIVE,0.9871810078620911
5.0 out of 5 stars,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:33Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:33 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window.



   Facil de montar y una buena potencia de luz","Reviewed in the United States on May 5, 2021",One person found this helpful,1,POSITIVE,0.9928303360939026
1.0 out of 5 stars,"This light is simply frustrating. While the battery seems to last a long time, it continually turns off while I am riding.  Each time I stop on a long ride I have to turn it back on. Obviously this is not practical for safety.  I would not buy this again and would warn any serious riders to steer clear.","Reviewed in the United States on September 22, 2019",One person found this helpful,1,POSITIVE,0.9913724660873413
5.0 out of 5 stars,"It's just what I needed! I love that I don't have to keep replacing batteries, but I can just simply recharge the lights overnight and then they are good to go for the next several weeks (depending on how much you use them).","Reviewed in the United States on December 30, 2019",No Data,1,POSITIVE,0.9909635782241821
3.0 out of 5 stars,"The headlamp is good. Fairly bright, and nice white color. The tail-light did not work at all. I’ve tried to charge it for very long times, and nothing. Ah well, what can I expect from a cheap light set.","Reviewed in the United States on December 14, 2020",No Data,1,POSITIVE,0.9876682162284851
5.0 out of 5 stars,"The mounting system could be more rugged, but overall this is a pretty solid light for what you're paying. The customer support is excellent too. I'd buy this one again.","Reviewed in the United States on January 17, 2021",No Data,1,POSITIVE,0.9885793924331665
5.0 out of 5 stars,Great product. Good battery life. Bright light. Doesn't solve the night riding problem if you forget to take it with you when you ride off to work in the morning!,"Reviewed in the United States on December 15, 2020",No Data,1,POSITIVE,0.9870042204856873
5.0 out of 5 stars,"This was for my wife’s bike. First one she has ever had and she is 83.  She loves it , installed it herself.  Remember ..... Happy wife—— Happy Life.","Reviewed in the United States on November 1, 2019",No Data,1,POSITIVE,0.9910584092140198
5.0 out of 5 stars,These are decent bike lights that are good quality and plenty bright. They are easy to charge and the mounts are very sturdy..,"Reviewed in the United States on April 3, 2021",No Data,1,POSITIVE,0.9924660921096802
5.0 out of 5 stars,"I was looking for something. That wasn't to expensive. But still get the job done. What I got was hands down, the best to lights ever. The charge lasts for many hours. I'm glad they have high, and low beam settings. Incredibly bright. They mount and dismount in seconds, so you can take em with you. I recommend this product 100% 10 out of 10 And five solid Gold stars.","Reviewed in the United States on December 8, 2021",No Data,1,POSITIVE,0.9920991659164429
2.0 out of 5 stars,White light is great and super bright - red one broke after one use. Only lights up when plugged in,"Reviewed in the United States on August 5, 2020",No Data,1,POSITIVE,0.9899706244468689
5.0 out of 5 stars,Both the front and the rear (red) lights are quite bright. The lights can be easily attached and detached. It has been only a week since I got this. Let's see. So far so good.,"Reviewed in the United States on August 14, 2021",No Data,1,POSITIVE,0.9931023120880127
5.0 out of 5 stars,Good product. Easy to install. I like that it’s rechargeable so no batteries needed. Lights are bright.,"Reviewed in the United States on October 17, 2019",No Data,1,POSITIVE,0.9900674819946289
1.0 out of 5 stars,Light bulbs went busted in less than two months. Even after charging over night the bulbs don’t light up. I need refund or replaced. This is an awful product! They keep sending lemons!!!,"Reviewed in the United States on October 19, 2021",No Data,1,POSITIVE,0.9914331436157227
3.0 out of 5 stars,The light barely lasts for a ride for me. It dies after a full charge pretty quickly,"Reviewed in the United States on June 23, 2021",No Data,1,POSITIVE,0.9936205744743347
1.0 out of 5 stars,"These are crummy products.  They take forever to recharge and then run out on a single short ride.  The mountings are really bad, especially for the front light.  Mine fell off during a ride and I lost it.  Amazon should not be selling this shoddy product!","Reviewed in the United States on May 25, 2021",No Data,1,POSITIVE,0.9922409057617188
2.0 out of 5 stars,The front light is too bright and I received a few complaints by the other cyclists! The mount is loose and not firm enough! I won’t recommend it,"Reviewed in the United States on May 31, 2021",No Data,1,POSITIVE,0.9921526312828064
5.0 out of 5 stars,Bright lights that will let people see me from far away. Easy to charge and mount.  Happy with the purchase.,"Reviewed in the United States on May 30, 2021",No Data,1,POSITIVE,0.9911477565765381
5.0 out of 5 stars,"Ordered this set to replace the ones on my bike.Easy install, both front and back.Very bright, and good functionality.Would buy again.","Reviewed in the United States on November 1, 2020",No Data,1,POSITIVE,0.9877326488494873
5.0 out of 5 stars,"highly recommend, super easy to install, works amazing! Very bright - just want you need for riding your bike in the dark/dusk.","Reviewed in the United States on October 28, 2019",No Data,1,POSITIVE,0.990056574344635
